concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,CDM_table,CDM_variable,status,rationale,valid_for_episode_type,valid_for_question
2000009029,Spontaneous non-sustained tachycardia episode count per day,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_NST_COUNT,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for a daily count of spontaneous non-sustained tachycardia episodes as reported by CIED remote monitoring.,2000011002,
2000009030,"Premature ventricular complex burden, percent of beats",Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_PVC_BURDEN,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for PVC burden as a percentage of total beats, analogous to the AF burden percentage (2000008002).",2000011002,
2000009031,Daily thoracic impedance,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_IMPEDANCE_DAILY,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for a device-measured daily thoracic impedance value. Electrical resistance across the chest, measured via the lead — falls when fluid accumulates in the lungs, an early sign of worsening heart failure before symptoms appear.",2000011002,
2000009032,Accumulated thoracic impedance deviation,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_IMPEDANCE_ACCUM_DIFF,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for the cumulative deviation of daily impedance from the patient's own reference baseline (2000009033) over time. A rising trend, not a single low day, is what triggers the device's fluid-status alert.",2000011002,
2000009033,Reference thoracic impedance baseline,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_IMPEDANCE_REFERENCE,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for the patient-specific ""normal"" impedance value the device establishes over time and compares daily measurements against.",2000011002,
2000009034,Continuous monitoring mode,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_MODE_CONTINUOUS,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard concept names this monitoring mode as an answer to how AF burden was assessed; the parent question concept (2000009000) is itself custom, so its answers can have no standard equivalents. Monitoring performed continuously, with no gaps between recordings. Source: AFBSTEP afburden codebook, variable assessmentmode, value 1.",,2000009000
2000009035,Daytime resting heart rate,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_HR_DAY,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for diurnal/daytime-specific resting heart rate as a distinct device-reported metric.,2000011002,
2000009036,Nighttime resting heart rate,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_HR_NIGHT,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for nocturnal/nighttime-specific resting heart rate as a distinct device-reported metric.,2000011002,
2000009037,Maximum heart rate during AF within window,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_HR_MAX,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for peak ventricular rate during AF over a monitoring window, as distinct from the mean rate (2000009017) and the single-episode peak rate (2000009004).",2000011002,
2000010000,PDF or scanned document reference,External Data,AFBSTEP,File,S,AFBSTEP_NOTE_PDF,2026-01-01,2099-12-31,source,file_concept_id,custom_proposed,"No standard concept identifies an externally stored document as a source file type. The Note Type vocabulary comes closest, but its concepts are non-standard and are not loaded in the project's Athena export. The custom External Data domain exists because no standard domain covers references to content held outside the CDM. File type marker for source.file_concept_id, referencing a PDF or scanned document stored externally. Source: AFBSTEP data linkage for PDF/audio files stored externally.",,
2000010001,Audio recording reference,External Data,AFBSTEP,File,S,AFBSTEP_NOTE_AUDIO,2026-01-01,2099-12-31,source,file_concept_id,custom_proposed,"No standard concept identifies an externally stored audio recording as a source file type; the custom External Data domain exists because no standard domain covers references to content held outside the CDM. File type marker for source.file_concept_id, referencing an audio file stored externally, as distinct from a PDF or scanned document (2000010000).",,
2000010002,CIED remote monitoring report file,External Data,AFBSTEP,File,S,AFBSTEP_FILE_CIED_REPORT,2026-01-01,2099-12-31,source,file_concept_id,custom_proposed,"No standard concept identifies a device-generated AF-burden report as a source file type; the custom External Data domain exists because no standard domain covers references to content held outside the CDM. File type marker for source.file_concept_id, referencing raw device-generated AF-burden reports stored externally.",,
2000010003,Holter/ECG waveform recording file,External Data,AFBSTEP,File,S,AFBSTEP_FILE_ECG_WAVEFORM,2026-01-01,2099-12-31,source,file_concept_id,custom_proposed,"No standard concept identifies a raw ECG waveform recording as a source file type; the custom External Data domain exists because no standard domain covers references to content held outside the CDM. File type marker for source.file_concept_id, referencing raw ECG/Holter waveform files (e.g. SCP-ECG, EDF) stored externally.",,
2000010004,CIED remote-monitoring data,External Data,AFBSTEP,File,S,AFBSTEP_FILE_CIED_RPM,2026-01-01,2099-12-31,source,file_concept_id,custom_proposed,"No standard concept identifies a CIED remote-monitoring transmission export as a source file type; the custom External Data domain exists because no standard domain covers references to content held outside the CDM. File type marker for source.file_concept_id, referencing continuous CIED remote patient monitoring transmission data stored externally.",,
2000010005,CIED interrogation PDFs,External Data,AFBSTEP,File,S,AFBSTEP_FILE_CIED_INTERROGATION,2026-01-01,2099-12-31,source,file_concept_id,custom_proposed,"No standard concept identifies an in-clinic CIED interrogation report as a source file type; the custom External Data domain exists because no standard domain covers references to content held outside the CDM. File type marker for source.file_concept_id, referencing scheduled in-clinic CIED interrogation reports (PDF), distinct from continuous remote monitoring data (2000010004).",,
2000011002,Aggregated AF burden window,Episode,AFBSTEP,Assessment Type,S,AFBSTEP_TYPE_AGGREGATED,2026-01-01,2099-12-31,episode,episode_concept_id,custom_proposed,"No standard episode concept distinguishes an aggregated burden window from a single arrhythmia episode. The Case A / Case B split is an AFBSTEP modelling decision about how monitoring data is structured, so no standard vocabulary could express it. Marks an episode row as an aggregated continuous AF-burden window (Case A), linked to measurement/observation rows via episode_event. Source: AFBSTEP afburden codebook.",2000011002,
2000011003,Disaggregated AF episode,Episode,AFBSTEP,Assessment Type,S,AFBSTEP_TYPE_EPISODE,2026-01-01,2099-12-31,episode,episode_concept_id,custom_proposed,"No standard episode concept distinguishes a single arrhythmia episode from an aggregated burden window. The Case A / Case B split is an AFBSTEP modelling decision about how monitoring data is structured, so no standard vocabulary could express it. Marks an episode row as a single disaggregated arrhythmia episode (Case B), linked to measurement/observation rows via episode_event. Source: AFBSTEP afepisodes codebook.",2000011003,
2000012000,Vitamin K antagonist,Drug,AFBSTEP,Ingredient,S,AFBSTEP_VITAMIN_K_ANTAGONIST,2026-01-01,2099-12-31,drug_exposure,drug_concept_id,custom_proposed,"Ingredient-class concept for vitamin K antagonists (e.g. warfarin, phenprocoumon) where a source records drug class rather than the specific agent.",,
2000013000,Missing; cause unknown,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_MISSING_UNKNOWN,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard concept found for a generic marker meaning ""the value is missing and the reason is not known to the source system"" - distinct from Test not performed (45884199, cause known: not attempted) and Unable to determine (45880382, cause known: attempted but uninterpretable). Used when a partner's source data has a null/missing marker without further qualification.",,
2000013001,RCT,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_STUDY_TYPE_RCT,2026-01-01,2099-12-31,study,study_type_concept_id,custom_proposed,"No standard concept classifies the design of a contributing study; this is study metadata rather than a clinical fact, and belongs to the custom Methodological Concept domain. Randomised controlled trial: participants are allocated to arms by randomisation. Source: provider questionnaire A5, study type RCT.",,
2000013002,Interventional IDE,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_STUDY_TYPE_IDE,2026-01-01,2099-12-31,study,study_type_concept_id,custom_proposed,"No standard concept classifies the design of a contributing study; this is study metadata rather than a clinical fact, and belongs to the custom Methodological Concept domain. Interventional study run under an investigational device exemption, where the device under study is not yet approved for the indication. Source: provider questionnaire A5, study type Interventional IDE.",,
2000013003,Observational cohort,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_STUDY_TYPE_COHORT,2026-01-01,2099-12-31,study,study_type_concept_id,custom_proposed,"No standard concept classifies the design of a contributing study; this is study metadata rather than a clinical fact, and belongs to the custom Methodological Concept domain. Observational cohort: participants are followed over time with no intervention assigned by the study. Source: provider questionnaire A5, study type Observational cohort.",,
2000013004,RPM / registry,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_STUDY_TYPE_RPM_REGISTRY,2026-01-01,2099-12-31,study,study_type_concept_id,custom_proposed,"No standard concept classifies the design of a contributing study; this is study metadata rather than a clinical fact, and belongs to the custom Methodological Concept domain. Remote patient monitoring programme or disease registry: data is collected as part of routine care or surveillance rather than a protocol-driven study. Source: provider questionnaire A5, study type RPM / registry.",,
2000013005,Claims data,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_STUDY_TYPE_CLAIMS,2026-01-01,2099-12-31,study,study_type_concept_id,custom_proposed,"No standard concept classifies the design of a contributing study; this is study metadata rather than a clinical fact, and belongs to the custom Methodological Concept domain. Administrative claims or reimbursement data, contributed as a data source rather than as a study. Source: provider questionnaire A5, study type Claims data.",,
2000013006,Other,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_STUDY_TYPE_OTHER,2026-01-01,2099-12-31,study,study_type_concept_id,custom_proposed,"No standard concept classifies the design of a contributing study; this is study metadata rather than a clinical fact, and belongs to the custom Methodological Concept domain. Catch-all for a study design none of the other A5 values covers; the provider's free-text study_name carries the detail. Source: provider questionnaire A5, study type Other.",,
2000013007,Locked dataset,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_DATASET_STATUS_LOCKED,2026-01-01,2099-12-31,study,dataset_status_concept_id,custom_proposed,"No standard concept records the delivery status of a contributed dataset; this is an administrative property of a data transfer rather than a clinical fact, and belongs to the custom Methodological Concept domain. A locked dataset is final and will not be updated further. Source: provider questionnaire A10.",,
2000013008,Rolling dataset,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_DATASET_STATUS_ROLLING,2026-01-01,2099-12-31,study,dataset_status_concept_id,custom_proposed,"No standard concept records the delivery status of a contributed dataset; this is an administrative property of a data transfer rather than a clinical fact, and belongs to the custom Methodological Concept domain. A rolling dataset is updated periodically, so later transfers may revise or extend earlier ones. Source: provider questionnaire A10.",,
2000013009,One-off transfer,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_TRANSFER_FREQ_ONEOFF,2026-01-01,2099-12-31,study,transfer_frequency_concept_id,custom_proposed,"No standard concept records how often a partner transfers data; this is an operational property of the contribution rather than a clinical fact, and belongs to the custom Methodological Concept domain. Data is transferred once, as a single delivery, with no further transfers expected. Source: provider questionnaire A11, transfer frequency one-off.",,
2000013010,Periodic transfer,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_TRANSFER_FREQ_PERIODIC,2026-01-01,2099-12-31,study,transfer_frequency_concept_id,custom_proposed,"No standard concept records how often a partner transfers data; this is an operational property of the contribution rather than a clinical fact, and belongs to the custom Methodological Concept domain. Data is transferred repeatedly on a recurring schedule, so each delivery may revise or extend the last. Source: provider questionnaire A11, transfer frequency periodic.",,
2000013011,Metadata only,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_PROVISION_METADATA_ONLY,2026-01-01,2099-12-31,study_attribute,value_concept_id,custom_proposed,"No standard concept records how much data a partner provides; this is a governance property of the contribution rather than a clinical fact, and belongs to the custom Methodological Concept domain. Only study-level metadata is provided; no participant-level records at all. Source: provider questionnaire A12, provision level metadata only.",,
2000013012,Tabular analysis data,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_PROVISION_TABULAR,2026-01-01,2099-12-31,study_attribute,value_concept_id,custom_proposed,"No standard concept records how much data a partner provides; this is a governance property of the contribution rather than a clinical fact, and belongs to the custom Methodological Concept domain. Participant-level tabular analysis data, without raw signal or imaging files. Source: provider questionnaire A12, provision level tabular analysis data.",,
2000013013,Tabular analysis data incl. raw signals,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_PROVISION_TABULAR_SIGNALS,2026-01-01,2099-12-31,study_attribute,value_concept_id,custom_proposed,"No standard concept records how much data a partner provides; this is a governance property of the contribution rather than a clinical fact, and belongs to the custom Methodological Concept domain. Participant-level tabular analysis data together with the underlying raw signal recordings, referenced from the source table. Source: provider questionnaire A12, provision level tabular analysis data incl. raw signals.",,
2000013014,Tabular analysis data incl. raw imaging,Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_PROVISION_TABULAR_IMAGING,2026-01-01,2099-12-31,study_attribute,value_concept_id,custom_proposed,"No standard concept records how much data a partner provides; this is a governance property of the contribution rather than a clinical fact, and belongs to the custom Methodological Concept domain. Participant-level tabular analysis data together with the underlying raw imaging, referenced from the source table. Source: provider questionnaire A12, provision level tabular analysis data incl. raw imaging.",,
2000013015,Data provision level (attribute type),Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_ATTR_TYPE_PROVISION_LEVEL,2026-01-01,2099-12-31,study_attribute,attribute_type_concept_id,custom_proposed,"No standard concept names the attribute a study_attribute row describes; the row-typing scheme is specific to AFBSTEP's own extension table and belongs to the custom Methodological Concept domain. Marks a study_attribute row as recording the study's data provision level, answered by 2000013011 to 2000013014. Source: provider questionnaire A12.",,
2000013016,Country of data collection (attribute type),Methodological Concept,AFBSTEP,Clinical Observation,S,AFBSTEP_ATTR_TYPE_COUNTRY,2026-01-01,2099-12-31,study_attribute,attribute_type_concept_id,custom_proposed,"No standard concept names the attribute a study_attribute row describes; the row-typing scheme is specific to AFBSTEP's own extension table and belongs to the custom Methodological Concept domain. Marks a study_attribute row as recording a country of data collection, answered by standard OMOP geography concepts rather than custom ones. Source: provider questionnaire A8.",,
2000013017,Baseline visit,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_BASE_VISIT,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"No standard concept marks a visit_occurrence row as the protocol's baseline visit. Recorded as an observation row (observation_concept_id = this concept, observation_event_id = the visit_occurrence_id, obs_event_field_concept_id set accordingly) so analysis tables can reconstruct which visit anchors baseline ascertainment. At most one such row per person.",,
2000014000,DIVERSE,Gender,AFBSTEP,Gender,S,AFBSTEP_GENDER_DIVERSE,2026-01-01,2099-12-31,person,gender_concept_id,custom_proposed,"No standard concept for a non-binary/third gender category exists in the Gender vocabulary/domain (only FEMALE 8507/MALE 8532 exist as standard concepts). Legally recognized third gender category in Germany since 2018 (""divers"").",,
